In,Node,Closeness,Betweeness,Sujeto,Posicion,Ensayo,Selection
1,Superior review score,0.08333333333333333,0,111,2,12,Real
1,Central image,0.05,0,111,2,13,Real
0,Inferior image,0.0625,0,111,2,13,Real
0,Center location score,0.0625,0,111,2,13,Real
1,Central Dist from center,0.05,0,111,2,13,Real
1,Superior price,0.05,0,111,2,13,Real
0,Superior image,0.0625,0,111,2,14,Precio
3,Central image,0.05,0,111,2,14,Precio
0,Inferior image,0.0625,0,111,2,14,Precio
1,Superior price,0.05,0,111,2,14,Precio
1,Superior review score,0.05,0,111,2,14,Precio
2,Central image,0.25,1,111,2,15,Precio
0,Superior price,0.3333333333333333,0,111,2,15,Precio
1,Inferior Number of comments,0.16666666666666666,0,111,2,15,Precio
2,Superior image,0.1111111111111111,1,111,1,16,Precio
1,Inferior image,0.08333333333333333,0,111,1,16,Precio
0,Superior price,0.14285714285714285,0,111,1,16,Precio
1,Central image,0.08333333333333333,0,111,1,16,Precio
2,Superior image,0.16666666666666666,0,111,1,17,Real
0,Central image,0.3333333333333333,0,111,1,17,Real
1,Inferior image,0.25,1,111,1,17,Real
1,Central image,0.25,1,111,2,18,Precio
0,Superior price,0.3333333333333333,0,111,2,18,Precio
1,Inferior review score,0.16666666666666666,0,111,2,18,Precio
1,Superior image,0.08333333333333333,0,111,2,19,Comentarios
1,Central image,0.14285714285714285,0,111,2,19,Comentarios
1,Inferior image,0.1111111111111111,1,111,2,19,Comentarios
1,Superior price,0.08333333333333333,0,111,2,19,Comentarios
1,Superior image,0.02631578947368421,0,112,1,0,Precio
1,Central image,0.023255813953488375,2,112,1,0,Precio
1,Inferior image,0.02040816326530612,2,112,1,0,Precio
1,Inferior review score,0.02040816326530612,0,112,1,0,Precio
1,Superior price,0.02040816326530612,0,112,1,0,Precio
1,Center review score,0.017857142857142856,0,112,1,0,Precio
1,Center Number of comments,0.017857142857142856,0,112,1,0,Precio
1,Center price,0.017857142857142856,0,112,1,0,Precio
0,Superior image,0.04,0,112,3,1,Comentarios
2,Central image,0.03333333333333333,0,112,3,1,Comentarios
0,Inferior image,0.04,0,112,3,1,Comentarios
1,Inferior review score,0.03333333333333333,0,112,3,1,Comentarios
1,Superior price,0.03333333333333333,0,112,3,1,Comentarios
1,Superior review score,0.03333333333333333,0,112,3,1,Comentarios
0,Superior image,0.027777777777777776,0,112,3,2,Comentarios
1,Inferior image,0.023809523809523808,0,112,3,2,Comentarios
0,Central star rating,0.027777777777777776,0,112,3,2,Comentarios
0,Superior review score,0.027777777777777776,0,112,3,2,Comentarios
1,Central image,0.023809523809523808,0,112,3,2,Comentarios
1,Center review score,0.023809523809523808,0,112,3,2,Comentarios
1,Superior Number of comments,0.023809523809523808,0,112,3,2,Comentarios
2,Superior image,0.08333333333333333,0,112,3,3,Precio
0,Central image,0.1111111111111111,0,112,3,3,Precio
2,Inferior image,0.08333333333333333,0,112,3,3,Precio
0,Superior Dist from center,0.1111111111111111,0,112,3,3,Precio
0,Superior image,0.04,0,112,2,4,Precio
0,Inferior image,0.04,0,112,2,4,Precio
0,Superior price,0.04,0,112,2,4,Precio
1,Central image,0.03333333333333333,0,112,2,4,Precio
1,Superior location score,0.03333333333333333,0,112,2,4,Precio
1,Center price,0.03333333333333333,0,112,2,4,Precio
1,Superior image,0.25,1,112,2,5,Comentarios
0,Inferior image,0.3333333333333333,0,112,2,5,Comentarios
1,Central image,0.16666666666666666,0,112,2,5,Comentarios
1,Superior image,0.5,0,112,2,6,Real
1,Central image,0.5,0,112,2,6,Real
2,Superior image,0.05,0,112,2,7,Comentarios
0,Central image,0.0625,0,112,2,7,Comentarios
1,Center Number of comments,0.05,0,112,2,7,Comentarios
0,Superior price,0.0625,0,112,2,7,Comentarios
1,Inferior image,0.05,0,112,2,7,Comentarios
3,Superior image,0.08333333333333333,0,112,3,8,Real
0,Central image,0.1111111111111111,0,112,3,8,Real
0,Superior price,0.1111111111111111,0,112,3,8,Real
1,Inferior image,0.08333333333333333,0,112,3,8,Real
1,Superior image,0.03333333333333333,0,112,2,9,Real
1,Central image,0.03333333333333333,0,112,2,9,Real
1,Inferior image,0.047619047619047616,0,112,2,9,Real
1,Center location score,0.04,1,112,2,9,Real
1,Center price,0.03333333333333333,0,112,2,9,Real
1,Superior price,0.03333333333333333,0,112,2,9,Real
0,Superior image,0.04,0,112,1,10,Precio
0,Superior Number of comments,0.04,0,112,1,10,Precio
0,Superior price,0.04,0,112,1,10,Precio
1,Central image,0.03333333333333333,0,112,1,10,Precio
1,Center location score,0.03333333333333333,0,112,1,10,Precio
1,Center price,0.03333333333333333,0,112,1,10,Precio
1,Central image,0.1111111111111111,1,112,1,11,Comentarios
1,Superior location score,0.08333333333333333,0,112,1,11,Comentarios
0,Superior price,0.14285714285714285,0,112,1,11,Comentarios
1,Inferior image,0.08333333333333333,0,112,1,11,Comentarios
0,Superior image,0.07692307692307693,0,112,3,12,Comentarios
1,Central image,0.0625,1,112,3,12,Comentarios
0,Inferior review score,0.0625,0,112,3,12,Comentarios
1,Inferior image,0.05,0,112,3,12,Comentarios
1,Superior Number of comments,0.05,0,112,3,12,Comentarios
1,Superior image,0.03333333333333333,0,112,2,13,Real
1,Central image,0.03333333333333333,0,112,2,13,Real
0,Inferior image,0.04,0,112,2,13,Real
0,Superior review score,0.04,0,112,2,13,Real
1,Superior star rating,0.03333333333333333,0,112,2,13,Real
1,Inferior review score,0.03333333333333333,0,112,2,13,Real
0,Superior image,0.3333333333333333,0,112,1,14,Real
1,Central image,0.25,1,112,1,14,Real
1,Center location score,0.16666666666666666,0,112,1,14,Real
1,Inferior image,0.16666666666666666,0,112,3,15,Comentarios
0,Inferior review score,0.25,0,112,3,15,Comentarios
1,Center location score,0.16666666666666666,0,112,3,15,Comentarios
0,Superior image,0.1111111111111111,0,112,1,16,Comentarios
0,Inferior review score,0.1111111111111111,0,112,1,16,Comentarios
1,Central image,0.08333333333333333,0,112,1,16,Comentarios
1,Superior location score,0.08333333333333333,0,112,1,16,Comentarios
0,Superior image,0.0625,0,112,2,17,Comentarios
0,Inferior image,0.07692307692307693,0,112,2,17,Comentarios
1,Center review score,0.0625,1,112,2,17,Comentarios
1,Central image,0.05,0,112,2,17,Comentarios
1,Center Number of comments,0.05,0,112,2,17,Comentarios
1,Central image,0.25,1,112,2,18,Precio
0,Superior price,0.3333333333333333,0,112,2,18,Precio
1,Inferior image,0.16666666666666666,0,112,2,18,Precio
0,Superior image,0.02040816326530612,0,112,3,19,Precio
2,Central image,0.017857142857142856,0,112,3,19,Precio
0,Inferior image,0.02040816326530612,0,112,3,19,Precio
0,Inferior review score,0.02040816326530612,0,112,3,19,Precio
0,Inferior location score,0.02040816326530612,0,112,3,19,Precio
1,Central Dist from center,0.017857142857142856,0,112,3,19,Precio
1,Center location score,0.017857142857142856,0,112,3,19,Precio
1,Center price,0.017857142857142856,0,112,3,19,Precio
5,Superior image,0.023809523809523808,0,114,1,0,Precio
1,Central image,0.023809523809523808,0,114,1,0,Precio
0,Inferior image,0.027777777777777776,0,114,1,0,Precio
0,Superior Number of comments,0.027777777777777776,0,114,1,0,Precio
1,Superior price,0.027777777777777776,0,114,1,0,Precio
1,Central star rating,0.023809523809523808,0,114,1,0,Precio
1,Inferior location score,0.023809523809523808,0,114,1,0,Precio
2,Superior image,0.023809523809523808,0,114,3,1,Precio
2,Central image,0.023809523809523808,0,114,3,1,Precio
1,Inferior image,0.027777777777777776,0,114,3,1,Precio
1,Inferior Number of comments,0.023809523809523808,0,114,3,1,Precio
0,Superior location score,0.027777777777777776,0,114,3,1,Precio
1,Center Number of comments,0.023809523809523808,0,114,3,1,Precio
1,Superior price,0.023809523809523808,0,114,3,1,Precio
1,Superior image,0.013888888888888888,0,114,1,2,Real
1,Central image,0.013888888888888888,0,114,1,2,Real
3,Inferior image,0.015625,0,114,1,2,Real
2,Superior review score,0.015625,1,114,1,2,Real
1,Inferior review score,0.017543859649122806,0,114,1,2,Real
2,Superior Number of comments,0.013888888888888888,0,114,1,2,Real
1,Center location score,0.013888888888888888,0,114,1,2,Real
1,Central star rating,0.013888888888888888,0,114,1,2,Real
1,Center review score,0.013888888888888888,0,114,1,2,Real
2,Superior image,0.02040816326530612,0,114,1,3,Comentarios
0,Inferior image,0.02702702702702703,0,114,1,3,Comentarios
1,Inferior review score,0.023809523809523808,2,114,1,3,Comentarios
0,Center Number of comments,0.02040816326530612,0,114,1,3,Comentarios
1,Central image,0.017857142857142856,0,114,1,3,Comentarios
1,Superior review score,0.017857142857142856,0,114,1,3,Comentarios
1,Superior Number of comments,0.017857142857142856,0,114,1,3,Comentarios
1,Superior location score,0.017857142857142856,0,114,1,3,Comentarios
3,Superior image,0.011111111111111112,0,114,1,4,Real
0,Central image,0.012345679012345678,0,114,1,4,Real
0,Superior Dist from center,0.012345679012345678,0,114,1,4,Real
2,Superior review score,0.012345679012345678,1,114,1,4,Real
0,Inferior review score,0.0136986301369863,0,114,1,4,Real
2,Center location score,0.011111111111111112,0,114,1,4,Real
0,Inferior location score,0.0136986301369863,0,114,1,4,Real
1,Superior price,0.012345679012345678,1,114,1,4,Real
1,Inferior image,0.011111111111111112,0,114,1,4,Real
1,Inferior Dist from center,0.011111111111111112,0,114,1,4,Real
0,Superior image,0.027777777777777776,0,114,3,5,Precio
1,Inferior image,0.023809523809523808,0,114,3,5,Precio
0,Center review score,0.027777777777777776,0,114,3,5,Precio
0,Inferior location score,0.027777777777777776,0,114,3,5,Precio
1,Central image,0.023809523809523808,0,114,3,5,Precio
1,Superior review score,0.023809523809523808,0,114,3,5,Precio
1,Center price,0.023809523809523808,0,114,3,5,Precio
3,Superior image,0.013888888888888888,0,114,3,6,Real
0,Central image,0.015625,0,114,3,6,Real
4,Inferior image,0.013888888888888888,0,114,3,6,Real
2,Inferior Dist from center,0.013888888888888888,0,114,3,6,Real
1,Inferior review score,0.0196078431372549,0,114,3,6,Real
1,Inferior Number of comments,0.017543859649122806,2,114,3,6,Real
1,Superior location score,0.015625,2,114,3,6,Real
1,Superior price,0.015625,0,114,3,6,Real
1,Inferior location score,0.013888888888888888,0,114,3,6,Real
0,Superior image,0.0625,0,114,2,7,Real
2,Central image,0.05,0,114,2,7,Real
0,Central Dist from center,0.07692307692307693,0,114,2,7,Real
1,Superior review score,0.0625,1,114,2,7,Real
1,Superior price,0.05,0,114,2,7,Real
0,Central image,0.03225806451612903,0,114,2,8,Real
1,Superior Dist from center,0.027777777777777776,1,114,2,8,Real
1,Superior review score,0.023809523809523808,0,114,2,8,Real
1,Center review score,0.023809523809523808,0,114,2,8,Real
0,Superior location score,0.027777777777777776,0,114,2,8,Real
1,Central Dist from center,0.023809523809523808,0,114,2,8,Real
1,Superior price,0.023809523809523808,0,114,2,8,Real
0,Superior image,0.027777777777777776,0,114,2,9,Precio
1,Superior Dist from center,0.023809523809523808,0,114,2,9,Precio
0,Center review score,0.027777777777777776,0,114,2,9,Precio
0,Center location score,0.027777777777777776,0,114,2,9,Precio
1,Central image,0.023809523809523808,0,114,2,9,Precio
1,Superior location score,0.023809523809523808,0,114,2,9,Precio
1,Inferior location score,0.023809523809523808,0,114,2,9,Precio
3,Superior image,0.006410256410256411,0,114,1,10,Precio
2,Central image,0.008130081300813009,0,114,1,10,Precio
1,Inferior image,0.007518796992481203,2,114,1,10,Precio
1,Superior Dist from center,0.006944444444444444,2,114,1,10,Precio
0,Superior review score,0.006944444444444444,0,114,1,10,Precio
0,Inferior Number of comments,0.007518796992481203,0,114,1,10,Precio
1,Superior location score,0.006944444444444444,1,114,1,10,Precio
1,Inferior location score,0.006410256410256411,0,114,1,10,Precio
1,Superior price,0.006410256410256411,0,114,1,10,Precio
0,Center price,0.006944444444444444,0,114,1,10,Precio
1,Inferior Dist from center,0.006410256410256411,0,114,1,10,Precio
1,Superior Number of comments,0.006410256410256411,0,114,1,10,Precio
1,Center location score,0.006410256410256411,0,114,1,10,Precio
0,Superior image,0.0625,0,114,3,11,Comentarios
1,Inferior review score,0.05,0,114,3,11,Comentarios
0,Superior review score,0.0625,0,114,3,11,Comentarios
1,Superior Dist from center,0.05,0,114,3,11,Comentarios
1,Center review score,0.05,0,114,3,11,Comentarios
1,Inferior image,0.047619047619047616,2,114,2,12,Precio
1,Central Dist from center,0.04,2,114,2,12,Precio
0,Superior location score,0.04,0,114,2,12,Precio
0,Center price,0.05555555555555556,0,114,2,12,Precio
1,Center review score,0.03333333333333333,0,114,2,12,Precio
1,Center location score,0.03333333333333333,0,114,2,12,Precio
0,Superior image,0.023255813953488375,0,114,3,13,Comentarios
1,Central image,0.02040816326530612,1,114,3,13,Comentarios
1,Superior Dist from center,0.017857142857142856,0,114,3,13,Comentarios
0,Inferior review score,0.02040816326530612,0,114,3,13,Comentarios
0,Inferior Number of comments,0.02040816326530612,0,114,3,13,Comentarios
1,Inferior image,0.017857142857142856,0,114,3,13,Comentarios
1,Superior review score,0.017857142857142856,0,114,3,13,Comentarios
1,Inferior location score,0.017857142857142856,0,114,3,13,Comentarios
3,Superior Dist from center,0.017857142857142856,0,114,1,14,Precio
0,Central Dist from center,0.02040816326530612,0,114,1,14,Precio
1,Superior review score,0.02040816326530612,0,114,1,14,Precio
2,Center Number of comments,0.017857142857142856,0,114,1,14,Precio
0,Superior location score,0.02040816326530612,0,114,1,14,Precio
0,Center price,0.02040816326530612,0,114,1,14,Precio
1,Inferior Dist from center,0.017857142857142856,0,114,1,14,Precio
1,Superior price,0.017857142857142856,0,114,1,14,Precio
1,Superior image,0.04,1,114,2,15,Comentarios
2,Central image,0.03333333333333333,0,114,2,15,Comentarios
1,Inferior image,0.03333333333333333,0,114,2,15,Comentarios
0,Inferior Dist from center,0.04,0,114,2,15,Comentarios
0,Center location score,0.047619047619047616,0,114,2,15,Comentarios
1,Center Number of comments,0.03333333333333333,0,114,2,15,Comentarios
0,Superior image,0.01,0,114,2,16,Real
0,Superior Dist from center,0.01,0,114,2,16,Real
1,Inferior Dist from center,0.00909090909090909,0,114,2,16,Real
1,Superior review score,0.00909090909090909,0,114,2,16,Real
0,Center review score,0.01,0,114,2,16,Real
1,Center location score,0.010989010989010988,0,114,2,16,Real
1,Inferior location score,0.01,1,114,2,16,Real
1,Central star rating,0.00909090909090909,0,114,2,16,Real
1,Central Dist from center,0.00909090909090909,0,114,2,16,Real
1,Inferior review score,0.00909090909090909,0,114,2,16,Real
1,Superior price,0.00909090909090909,0,114,2,16,Real
2,Superior image,0.5,0,114,1,17,Comentarios
0,Inferior Dist from center,1,0,114,1,17,Comentarios
0,Inferior image,0.0625,0,114,3,18,Comentarios
0,Inferior review score,0.08333333333333333,0,114,3,18,Comentarios
1,Central star rating,0.05,0,114,3,18,Comentarios
1,Superior review score,0.05,0,114,3,18,Comentarios
1,Center price,0.05,0,114,3,18,Comentarios
7,Superior image,0.011111111111111112,0,114,1,19,Precio
2,Inferior image,0.011111111111111112,0,114,1,19,Precio
0,Inferior star rating,0.012345679012345678,0,114,1,19,Precio
0,Center review score,0.012345679012345678,0,114,1,19,Precio
0,Inferior Number of comments,0.012345679012345678,0,114,1,19,Precio
2,Superior price,0.011111111111111112,0,114,1,19,Precio
0,Center price,0.012345679012345678,0,114,1,19,Precio
1,Inferior Dist from center,0.011111111111111112,0,114,1,19,Precio
1,Center Number of comments,0.011111111111111112,0,114,1,19,Precio
1,Inferior location score,0.011111111111111112,0,114,1,19,Precio
4,Superior image,0.05,0,115,1,0,Comentarios
1,Central image,0.05,0,115,1,0,Comentarios
1,Inferior image,0.05,0,115,1,0,Comentarios
1,Superior review score,0.0625,0,115,1,0,Comentarios
1,Superior price,0.05,0,115,1,0,Comentarios
4,Superior image,0.3333333333333333,0,115,3,1,Comentarios
1,Central image,0.25,1,115,3,1,Comentarios
2,Inferior image,0.16666666666666666,0,115,3,1,Comentarios
4,Superior image,0.16666666666666666,0,115,1,2,Precio
1,Central image,0.16666666666666666,0,115,1,2,Precio
1,Inferior image,0.25,0,115,1,2,Precio
2,Superior image,0.14285714285714285,2,115,3,3,Comentarios
1,Central image,0.1111111111111111,2,115,3,3,Comentarios
2,Inferior image,0.08333333333333333,0,115,3,3,Comentarios
1,Center price,0.16666666666666666,0,115,3,3,Comentarios
1,Superior image,0.1111111111111111,0,115,1,4,Precio
0,Inferior review score,0.1111111111111111,0,115,1,4,Precio
1,Superior review score,0.08333333333333333,0,115,1,4,Precio
1,Superior price,0.08333333333333333,0,115,1,4,Precio
1,Superior image,0.16666666666666666,0,115,1,5,Comentarios
1,Central image,0.16666666666666666,0,115,1,5,Comentarios
1,Inferior image,0.16666666666666666,0,115,1,5,Comentarios
3,Superior image,0.08333333333333333,0,115,3,6,Precio
1,Central image,0.08333333333333333,0,115,3,6,Precio
5,Inferior image,0.08333333333333333,0,115,3,6,Precio
0,Superior review score,0.1111111111111111,0,115,3,6,Precio
0,Superior image,0.25,0,115,3,7,Comentarios
1,Inferior image,0.16666666666666666,0,115,3,7,Comentarios
1,Central image,0.16666666666666666,0,115,3,7,Comentarios
0,Superior image,0.16666666666666666,0,115,2,8,Precio
2,Central image,0.14285714285714285,2,115,2,8,Precio
1,Inferior image,0.1111111111111111,2,115,2,8,Precio
1,Superior price,0.08333333333333333,0,115,2,8,Precio
2,Central image,0.5,0,115,3,9,Precio
0,Inferior image,1,0,115,3,9,Precio
2,Superior image,0.16666666666666666,0,115,2,10,Real
1,Central image,0.16666666666666666,0,115,2,10,Real
1,Inferior image,0.25,0,115,2,10,Real
1,Superior image,0.14285714285714285,2,115,2,11,Comentarios
1,Central image,0.1111111111111111,2,115,2,11,Comentarios
0,Center price,0.16666666666666666,0,115,2,11,Comentarios
1,Inferior image,0.08333333333333333,0,115,2,11,Comentarios
1,Central image,1,0,115,3,12,Real
1,Inferior image,1,0,115,3,12,Real
2,Superior image,0.16666666666666666,0,115,1,13,Real
1,Central image,0.25,0,115,1,13,Real
1,Inferior image,0.16666666666666666,0,115,1,13,Real
1,Superior image,0.16666666666666666,0,115,1,14,Precio
0,Central image,0.25,0,115,1,14,Precio
1,Inferior image,0.16666666666666666,0,115,1,14,Precio
1,Superior image,0.09090909090909091,3,115,2,15,Real
1,Central image,0.07692307692307693,4,115,2,15,Real
1,Inferior image,0.0625,3,115,2,15,Real
0,Superior price,0.1,0,115,2,15,Real
1,Center review score,0.05,0,115,2,15,Real
1,Superior image,0.25,1,115,3,16,Comentarios
1,Inferior image,0.3333333333333333,0,115,3,16,Comentarios
1,Central image,0.16666666666666666,0,115,3,16,Comentarios
1,Superior image,0.25,1,115,1,17,Precio
0,Inferior image,0.3333333333333333,0,115,1,17,Precio
1,Central image,0.16666666666666666,0,115,1,17,Precio
0,Superior image,0.25,0,115,3,18,Precio
1,Inferior image,0.16666666666666666,0,115,3,18,Precio
1,Central image,0.16666666666666666,0,115,3,18,Precio
1,Superior image,0.3333333333333333,0,115,1,19,Real
1,Central image,0.25,1,115,1,19,Real
1,Inferior image,0.16666666666666666,0,115,1,19,Real
1,Superior image,0.16666666666666666,0,116,1,0,Comentarios
0,Superior review score,0.25,0,116,1,0,Comentarios
1,Inferior review score,0.16666666666666666,0,116,1,0,Comentarios
1,Superior image,0.0625,1,116,2,1,Comentarios
0,Inferior review score,0.0625,0,116,2,1,Comentarios
0,Superior Number of comments,0.07692307692307693,0,116,2,1,Comentarios
1,Superior Dist from center,0.05,0,116,2,1,Comentarios
1,Superior review score,0.05,0,116,2,1,Comentarios
1,Superior image,0.08333333333333333,0,116,2,2,Precio
0,Superior Dist from center,0.14285714285714285,0,116,2,2,Precio
1,Superior location score,0.1111111111111111,1,116,2,2,Precio
1,Inferior location score,0.08333333333333333,0,116,2,2,Precio
2,Superior image,0.5,0,116,2,3,Comentarios
0,Superior review score,1,0,116,2,3,Comentarios
2,Superior image,0.5,0,116,2,4,Real
0,Superior location score,1,0,116,2,4,Real
1,Superior review score,NA,0,116,2,5,Precio
0,Superior image,1,0,116,2,6,Real
1,Superior location score,0.5,0,116,2,6,Real
0,Superior Dist from center,1,0,116,2,7,Precio
1,Superior review score,0.5,0,116,2,7,Precio
0,Superior review score,1,0,116,2,8,Precio
1,Center price,0.5,0,116,2,8,Precio
1,Superior image,0.027777777777777776,1,116,2,9,Real
0,Center review score,0.027777777777777776,0,116,2,9,Real
0,Superior location score,0.027777777777777776,0,116,2,9,Real
0,Center price,0.03225806451612903,0,116,2,9,Real
1,Superior review score,0.023809523809523808,0,116,2,9,Real
1,Center Number of comments,0.023809523809523808,0,116,2,9,Real
1,Center location score,0.023809523809523808,0,116,2,9,Real
1,Superior image,NA,0,116,2,10,Comentarios
1,Superior Dist from center,NA,0,116,2,12,Real
1,Superior image,NA,0,116,2,13,Comentarios
1,Superior image,NA,0,116,2,14,Real
1,Superior review score,NA,0,116,2,15,Real
1,Superior review score,NA,0,116,2,16,Comentarios
1,Superior image,NA,0,116,2,17,Comentarios
0,Inferior Dist from center,1,0,116,2,18,Precio
1,Superior review score,0.5,0,116,2,18,Precio
0,Superior image,1,0,116,2,19,Precio
1,Superior star rating,0.5,0,116,2,19,Precio
2,Superior image,0.08333333333333333,0,117,1,0,Real
3,Central image,0.14285714285714285,0,117,1,0,Real
4,Inferior image,0.1111111111111111,1,117,1,0,Real
1,Superior price,0.08333333333333333,0,117,1,0,Real
2,Superior image,0.017857142857142856,0,117,2,1,Real
2,Central image,0.023255813953488375,0,117,2,1,Real
1,Inferior image,0.02040816326530612,1,117,2,1,Real
0,Inferior review score,0.02040816326530612,0,117,2,1,Real
0,Inferior location score,0.023255813953488375,0,117,2,1,Real
1,Superior price,0.02040816326530612,1,117,2,1,Real
1,Superior review score,0.017857142857142856,0,117,2,1,Real
1,Superior location score,0.017857142857142856,0,117,2,1,Real
1,Superior image,0.16666666666666666,0,117,1,2,Precio
0,Central image,0.25,0,117,1,2,Precio
1,Inferior image,0.16666666666666666,0,117,1,2,Precio
1,Superior image,0.25,1,117,2,3,Comentarios
3,Central image,0.16666666666666666,0,117,2,3,Comentarios
0,Inferior image,0.3333333333333333,0,117,2,3,Comentarios
2,Superior image,0.08333333333333333,0,117,3,4,Precio
0,Central image,0.1111111111111111,0,117,3,4,Precio
2,Inferior image,0.08333333333333333,0,117,3,4,Precio
0,Center price,0.1111111111111111,0,117,3,4,Precio
0,Superior image,0.25,0,117,2,5,Precio
2,Central image,0.16666666666666666,0,117,2,5,Precio
2,Inferior image,0.16666666666666666,0,117,2,5,Precio
2,Superior image,0.3333333333333333,1,117,1,6,Comentarios
1,Central image,0.3333333333333333,1,117,1,6,Comentarios
3,Inferior image,0.3333333333333333,1,117,1,6,Comentarios
1,Superior image,0.16666666666666666,0,117,3,7,Comentarios
0,Central image,0.25,0,117,3,7,Comentarios
1,Inferior image,0.16666666666666666,0,117,3,7,Comentarios
1,Superior image,0.1111111111111111,1,117,2,8,Real
3,Central image,0.08333333333333333,0,117,2,8,Real
1,Inferior image,0.08333333333333333,0,117,2,8,Real
0,Central star rating,0.14285714285714285,0,117,2,8,Real
1,Superior image,0.1111111111111111,1,117,3,9,Comentarios
2,Central image,0.08333333333333333,0,117,3,9,Comentarios
3,Inferior image,0.08333333333333333,0,117,3,9,Comentarios
0,Center price,0.14285714285714285,0,117,3,9,Comentarios
1,Superior image,0.25,1,117,2,10,Real
2,Central image,0.16666666666666666,0,117,2,10,Real
1,Inferior image,0.3333333333333333,0,117,2,10,Real
1,Superior image,0.14285714285714285,2,117,1,11,Comentarios
1,Central image,0.1111111111111111,2,117,1,11,Comentarios
2,Inferior image,0.08333333333333333,0,117,1,11,Comentarios
0,Superior Number of comments,0.16666666666666666,0,117,1,11,Comentarios
0,Superior image,0.0625,0,117,3,12,Comentarios
2,Inferior image,0.05,0,117,3,12,Comentarios
0,Superior price,0.0625,0,117,3,12,Comentarios
1,Central image,0.05,0,117,3,12,Comentarios
1,Center price,0.05,0,117,3,12,Comentarios
0,Superior image,0.3333333333333333,0,117,2,13,Precio
1,Inferior image,0.25,1,117,2,13,Precio
1,Superior price,0.16666666666666666,0,117,2,13,Precio
0,Superior image,0.1111111111111111,0,117,2,14,Comentarios
0,Inferior image,0.1111111111111111,0,117,2,14,Comentarios
1,Central image,0.08333333333333333,0,117,2,14,Comentarios
1,Center price,0.08333333333333333,0,117,2,14,Comentarios
0,Superior image,0.3333333333333333,0,117,1,15,Precio
1,Central image,0.25,1,117,1,15,Precio
1,Inferior image,0.16666666666666666,0,117,1,15,Precio
0,Superior image,0.1111111111111111,0,117,1,16,Precio
0,Superior price,0.1111111111111111,0,117,1,16,Precio
1,Central image,0.08333333333333333,0,117,1,16,Precio
1,Center price,0.08333333333333333,0,117,1,16,Precio
1,Superior image,0.16666666666666666,0,117,1,17,Real
1,Central image,0.16666666666666666,0,117,1,17,Real
1,Inferior image,0.16666666666666666,0,117,1,17,Real
0,Superior image,0.16666666666666666,0,117,2,18,Real
1,Central image,0.14285714285714285,2,117,2,18,Real
2,Inferior image,0.1111111111111111,2,117,2,18,Real
1,Center price,0.08333333333333333,0,117,2,18,Real
0,Superior image,0.3333333333333333,0,117,3,19,Real
1,Central image,0.25,1,117,3,19,Real
2,Inferior image,0.16666666666666666,0,117,3,19,Real
2,Superior image,0.0136986301369863,0,118,1,0,Comentarios
2,Central image,0.012345679012345678,1,118,1,0,Comentarios
0,Inferior star rating,0.0136986301369863,0,118,1,0,Comentarios
2,Center review score,0.012345679012345678,1,118,1,0,Comentarios
1,Center Number of comments,0.012345679012345678,0,118,1,0,Comentarios
2,Superior location score,0.011111111111111112,0,118,1,0,Comentarios
0,Center location score,0.012345679012345678,0,118,1,0,Comentarios
2,Superior price,0.011111111111111112,0,118,1,0,Comentarios
1,Inferior image,0.011111111111111112,0,118,1,0,Comentarios
1,Superior Number of comments,0.011111111111111112,0,118,1,0,Comentarios
1,Superior image,0.037037037037037035,3,118,3,1,Precio
1,Central image,0.03225806451612903,4,118,3,1,Precio
3,Inferior image,0.027777777777777776,3,118,3,1,Precio
0,Center location score,0.027777777777777776,0,118,3,1,Precio
0,Center price,0.041666666666666664,0,118,3,1,Precio
1,Center Number of comments,0.023809523809523808,0,118,3,1,Precio
1,Superior price,0.023809523809523808,0,118,3,1,Precio
3,Superior image,0.013888888888888888,0,118,3,2,Precio
1,Central image,0.0196078431372549,0,118,3,2,Precio
4,Inferior image,0.017543859649122806,2,118,3,2,Precio
1,Inferior star rating,0.015625,2,118,3,2,Precio
0,Superior location score,0.015625,0,118,3,2,Precio
1,Superior price,0.013888888888888888,0,118,3,2,Precio
0,Center price,0.015625,0,118,3,2,Precio
1,Inferior Dist from center,0.013888888888888888,0,118,3,2,Precio
1,Center location score,0.013888888888888888,0,118,3,2,Precio
2,Superior image,0.08333333333333333,0,118,3,3,Comentarios
1,Central image,0.08333333333333333,0,118,3,3,Comentarios
3,Inferior image,0.08333333333333333,0,118,3,3,Comentarios
0,Center price,0.1111111111111111,0,118,3,3,Comentarios
2,Superior image,0.027777777777777776,1,118,2,4,Precio
5,Central image,0.023809523809523808,0,118,2,4,Precio
0,Inferior image,0.027777777777777776,0,118,2,4,Precio
0,Center location score,0.027777777777777776,0,118,2,4,Precio
2,Superior price,0.023809523809523808,0,118,2,4,Precio
0,Center price,0.03225806451612903,0,118,2,4,Precio
1,Center review score,0.023809523809523808,0,118,2,4,Precio
1,Superior image,0.05,0,118,2,5,Comentarios
2,Central image,0.0625,0,118,2,5,Comentarios
3,Inferior image,0.05,0,118,2,5,Comentarios
1,Superior price,0.0625,0,118,2,5,Comentarios
1,Center price,0.05,0,118,2,5,Comentarios
1,Superior image,0.0625,0,118,3,6,Comentarios
5,Central image,0.05,0,118,3,6,Comentarios
1,Inferior image,0.0625,0,118,3,6,Comentarios
1,Center price,0.05,0,118,3,6,Comentarios
