In,Node,Closeness,Betweeness,Sujeto,Posicion,Ensayo,Selection
1,Superior image,0.14285714285714285,2,135,2,7,Comentarios
2,Central image,0.1111111111111111,2,135,2,7,Comentarios
0,Center Number of comments,0.16666666666666666,0,135,2,7,Comentarios
1,Inferior image,0.08333333333333333,0,135,2,7,Comentarios
0,Superior image,0.05555555555555556,0,135,2,8,Comentarios
1,Central image,0.047619047619047616,2,135,2,8,Comentarios
1,Center review score,0.04,2,135,2,8,Comentarios
0,Superior price,0.04,0,135,2,8,Comentarios
1,Inferior review score,0.03333333333333333,0,135,2,8,Comentarios
1,Center price,0.03333333333333333,0,135,2,8,Comentarios
2,Central image,0.16666666666666666,0,135,2,9,Real
0,Inferior image,0.25,0,135,2,9,Real
1,Inferior location score,0.16666666666666666,0,135,2,9,Real
0,Superior image,0.05555555555555556,0,135,1,10,Real
1,Central image,0.047619047619047616,2,135,1,10,Real
1,Inferior image,0.04,2,135,1,10,Real
0,Center Number of comments,0.04,0,135,1,10,Real
1,Center review score,0.03333333333333333,0,135,1,10,Real
1,Superior price,0.03333333333333333,0,135,1,10,Real
1,Central image,0.07692307692307693,2,135,2,11,Precio
1,Inferior image,0.0625,2,135,2,11,Precio
1,Center location score,0.05,0,135,2,11,Precio
0,Superior price,0.09090909090909091,0,135,2,11,Precio
1,Superior star rating,0.05,0,135,2,11,Precio
1,Central image,0.05,0,135,2,12,Real
0,Inferior image,0.0625,0,135,2,12,Real
0,Superior review score,0.0625,0,135,2,12,Real
1,Center review score,0.05,0,135,2,12,Real
1,Superior price,0.05,0,135,2,12,Real
0,Superior image,0.0625,0,135,1,13,Comentarios
1,Inferior image,0.05,0,135,1,13,Comentarios
0,Central star rating,0.0625,0,135,1,13,Comentarios
1,Central image,0.05,0,135,1,13,Comentarios
1,Center location score,0.05,0,135,1,13,Comentarios
0,Inferior location score,1,0,135,2,14,Real
1,Center price,0.5,0,135,2,14,Real
0,Superior image,0.16666666666666666,0,135,3,15,Precio
1,Central image,0.14285714285714285,2,135,3,15,Precio
1,Inferior image,0.1111111111111111,2,135,3,15,Precio
1,Superior price,0.08333333333333333,0,135,3,15,Precio
2,Superior image,0.05,0,135,2,16,Precio
0,Central image,0.0625,0,135,2,16,Precio
0,Superior Number of comments,0.0625,0,135,2,16,Precio
1,Inferior image,0.05,0,135,2,16,Precio
1,Superior price,0.05,0,135,2,16,Precio
1,Superior image,0.5,0,135,3,17,Comentarios
1,Central image,0.5,0,135,3,17,Comentarios
1,Superior image,0.16666666666666666,0,135,1,18,Comentarios
0,Center review score,0.25,0,135,1,18,Comentarios
1,Superior price,0.16666666666666666,0,135,1,18,Comentarios
2,Central image,0.0625,1,135,2,19,Precio
0,Inferior review score,0.0625,0,135,2,19,Precio
0,Superior price,0.07692307692307693,0,135,2,19,Precio
1,Inferior image,0.05,0,135,2,19,Precio
1,Inferior location score,0.05,0,135,2,19,Precio
3,Superior image,0.013888888888888888,0,997,1,0,Precio
4,Central image,0.017543859649122806,0,997,1,0,Precio
3,Inferior image,0.015625,1,997,1,0,Precio
0,Central star rating,0.015625,0,997,1,0,Precio
0,Center Number of comments,0.015625,0,997,1,0,Precio
1,Superior price,0.015625,0,997,1,0,Precio
1,Superior star rating,0.013888888888888888,0,997,1,0,Precio
1,Superior Number of comments,0.013888888888888888,0,997,1,0,Precio
1,Inferior Number of comments,0.013888888888888888,0,997,1,0,Precio
2,Superior image,0.011111111111111112,0,997,3,1,Comentarios
2,Central image,0.011111111111111112,0,997,3,1,Comentarios
2,Inferior image,0.012345679012345678,0,997,3,1,Comentarios
0,Central Dist from center,0.0136986301369863,0,997,3,1,Comentarios
1,Superior review score,0.012345679012345678,1,997,3,1,Comentarios
1,Inferior location score,0.011111111111111112,0,997,3,1,Comentarios
0,Superior price,0.012345679012345678,0,997,3,1,Comentarios
1,Superior Dist from center,0.011111111111111112,0,997,3,1,Comentarios
1,Superior location score,0.011111111111111112,0,997,3,1,Comentarios
1,Center price,0.011111111111111112,0,997,3,1,Comentarios
2,Superior image,0.027777777777777776,1,997,2,2,Real
2,Central image,0.023809523809523808,0,997,2,2,Real
0,Inferior image,0.027777777777777776,0,997,2,2,Real
0,Superior review score,0.027777777777777776,0,997,2,2,Real
0,Superior price,0.03225806451612903,0,997,2,2,Real
1,Inferior Dist from center,0.023809523809523808,0,997,2,2,Real
1,Inferior Number of comments,0.023809523809523808,0,997,2,2,Real
1,Superior image,0.03225806451612903,0,997,1,3,Real
1,Inferior image,0.027777777777777776,1,997,1,3,Real
0,Inferior review score,0.03225806451612903,0,997,1,3,Real
1,Center location score,0.027777777777777776,1,997,1,3,Real
1,Center price,0.023809523809523808,0,997,1,3,Real
1,Superior Dist from center,0.023809523809523808,0,997,1,3,Real
1,Superior price,0.023809523809523808,0,997,1,3,Real
1,Superior image,0.1111111111111111,0,997,3,4,Precio
2,Central image,0.08333333333333333,0,997,3,4,Precio
1,Inferior image,0.1111111111111111,0,997,3,4,Precio
1,Superior price,0.08333333333333333,0,997,3,4,Precio
1,Superior image,0.03333333333333333,0,997,2,5,Comentarios
3,Central image,0.03333333333333333,0,997,2,5,Comentarios
1,Inferior image,0.04,0,997,2,5,Comentarios
0,Superior price,0.04,0,997,2,5,Comentarios
1,Superior Dist from center,0.03333333333333333,0,997,2,5,Comentarios
1,Center price,0.03333333333333333,0,997,2,5,Comentarios
3,Superior image,0.04,1,997,1,6,Real
2,Central image,0.03333333333333333,0,997,1,6,Real
1,Inferior image,0.03333333333333333,0,997,1,6,Real
0,Central Dist from center,0.04,0,997,1,6,Real
0,Superior price,0.047619047619047616,0,997,1,6,Real
1,Center location score,0.03333333333333333,0,997,1,6,Real
2,Superior image,0.03333333333333333,0,997,3,7,Precio
1,Central image,0.03333333333333333,0,997,3,7,Precio
3,Inferior image,0.04,0,997,3,7,Precio
0,Superior price,0.04,0,997,3,7,Precio
1,Center location score,0.03333333333333333,0,997,3,7,Precio
1,Center price,0.03333333333333333,0,997,3,7,Precio
3,Superior image,0.023809523809523808,0,997,1,8,Comentarios
1,Central image,0.023809523809523808,0,997,1,8,Comentarios
1,Inferior image,0.027777777777777776,0,997,1,8,Comentarios
0,Inferior review score,0.027777777777777776,0,997,1,8,Comentarios
0,Superior price,0.027777777777777776,0,997,1,8,Comentarios
1,Central star rating,0.023809523809523808,0,997,1,8,Comentarios
1,Center Number of comments,0.023809523809523808,0,997,1,8,Comentarios
1,Superior image,0.03333333333333333,0,997,1,9,Real
1,Inferior image,0.03333333333333333,0,997,1,9,Real
0,Superior review score,0.04,0,997,1,9,Real
0,Superior price,0.04,0,997,1,9,Real
1,Inferior review score,0.03333333333333333,0,997,1,9,Real
1,Center price,0.03333333333333333,0,997,1,9,Real
2,Superior image,0.04,1,997,2,10,Real
2,Central image,0.03333333333333333,0,997,2,10,Real
1,Inferior image,0.03333333333333333,0,997,2,10,Real
0,Inferior review score,0.04,0,997,2,10,Real
0,Center price,0.047619047619047616,0,997,2,10,Real
1,Center location score,0.03333333333333333,0,997,2,10,Real
1,Superior image,0.012345679012345678,0,997,2,11,Real
3,Central image,0.011111111111111112,0,997,2,11,Real
0,Inferior image,0.012345679012345678,0,997,2,11,Real
0,Center review score,0.012345679012345678,0,997,2,11,Real
0,Center location score,0.012345679012345678,0,997,2,11,Real
0,Superior price,0.012345679012345678,0,997,2,11,Real
1,Superior review score,0.011111111111111112,0,997,2,11,Real
1,Center Number of comments,0.011111111111111112,0,997,2,11,Real
1,Inferior location score,0.011111111111111112,0,997,2,11,Real
1,Center price,0.011111111111111112,0,997,2,11,Real
1,Superior image,0.027777777777777776,0,997,2,12,Precio
2,Central image,0.023809523809523808,0,997,2,12,Precio
1,Inferior image,0.023809523809523808,0,997,2,12,Precio
0,Superior review score,0.027777777777777776,0,997,2,12,Precio
0,Center location score,0.027777777777777776,0,997,2,12,Precio
1,Center review score,0.023809523809523808,0,997,2,12,Precio
1,Center price,0.023809523809523808,0,997,2,12,Precio
0,Superior image,0.07692307692307693,0,997,3,13,Real
1,Central image,0.0625,1,997,3,13,Real
2,Inferior image,0.05,0,997,3,13,Real
0,Inferior review score,0.0625,0,997,3,13,Real
1,Superior location score,0.05,0,997,3,13,Real
1,Superior image,0.02040816326530612,0,997,1,14,Comentarios
2,Central image,0.017857142857142856,0,997,1,14,Comentarios
0,Inferior image,0.02040816326530612,0,997,1,14,Comentarios
2,Superior review score,0.017857142857142856,0,997,1,14,Comentarios
0,Superior location score,0.02040816326530612,0,997,1,14,Comentarios
0,Superior price,0.02040816326530612,0,997,1,14,Comentarios
1,Center location score,0.017857142857142856,0,997,1,14,Comentarios
1,Center price,0.017857142857142856,0,997,1,14,Comentarios
1,Superior image,0.1,0,997,1,15,Precio
1,Central image,0.09090909090909091,3,997,1,15,Precio
1,Inferior image,0.07692307692307693,4,997,1,15,Precio
1,Superior review score,0.0625,3,997,1,15,Precio
1,Inferior review score,0.05,0,997,1,15,Precio
1,Superior image,0.02040816326530612,1,997,3,16,Comentarios
2,Central image,0.017857142857142856,0,997,3,16,Comentarios
1,Inferior image,0.017857142857142856,0,997,3,16,Comentarios
0,Superior Dist from center,0.02040816326530612,0,997,3,16,Comentarios
0,Superior Number of comments,0.02040816326530612,0,997,3,16,Comentarios
0,Inferior location score,0.023255813953488375,0,997,3,16,Comentarios
1,Inferior Dist from center,0.017857142857142856,0,997,3,16,Comentarios
1,Center location score,0.017857142857142856,0,997,3,16,Comentarios
1,Superior image,0.08333333333333333,0,997,1,17,Precio
1,Central image,0.08333333333333333,0,997,1,17,Precio
0,Inferior image,0.1111111111111111,0,997,1,17,Precio
1,Superior price,0.08333333333333333,0,997,1,17,Precio
2,Superior image,0.03333333333333333,0,997,3,18,Real
0,Central image,0.047619047619047616,0,997,3,18,Real
1,Inferior image,0.04,1,997,3,18,Real
0,Center location score,0.047619047619047616,0,997,3,18,Real
1,Superior price,0.04,1,997,3,18,Real
1,Superior review score,0.03333333333333333,0,997,3,18,Real
1,Superior image,0.03333333333333333,0,997,2,19,Precio
3,Central image,0.03333333333333333,0,997,2,19,Precio
0,Inferior image,0.04,0,997,2,19,Precio
0,Superior price,0.04,0,997,2,19,Precio
1,Superior review score,0.03333333333333333,0,997,2,19,Precio
1,Center price,0.03333333333333333,0,997,2,19,Precio
0,Superior image,0.1111111111111111,0,999,1,0,Real
0,Superior Number of comments,0.1111111111111111,0,999,1,0,Real
1,Central image,0.08333333333333333,0,999,1,0,Real
1,Superior price,0.08333333333333333,0,999,1,0,Real
3,Superior image,0.16666666666666666,0,999,1,1,Real
0,Central image,0.3333333333333333,0,999,1,1,Real
1,Inferior image,0.25,1,999,1,1,Real
4,Superior image,0.05,0,999,1,2,Comentarios
2,Central image,0.05,0,999,1,2,Comentarios
1,Inferior image,0.05,0,999,1,2,Comentarios
0,Central star rating,0.0625,0,999,1,2,Comentarios
1,Superior location score,0.05,0,999,1,2,Comentarios
2,Superior image,0.16666666666666666,0,999,3,3,Comentarios
1,Central image,0.14285714285714285,2,999,3,3,Comentarios
3,Inferior image,0.1111111111111111,2,999,3,3,Comentarios
1,Center review score,0.08333333333333333,0,999,3,3,Comentarios
4,Superior image,0.16666666666666666,0,999,3,4,Real
1,Central image,0.16666666666666666,0,999,3,4,Real
2,Inferior image,0.16666666666666666,0,999,3,4,Real
2,Superior image,0.14285714285714285,2,999,3,5,Real
2,Central image,0.1111111111111111,2,999,3,5,Real
2,Inferior image,0.08333333333333333,0,999,3,5,Real
0,Superior review score,0.16666666666666666,0,999,3,5,Real
5,Superior image,0.25,0,999,1,6,Comentarios
2,Central image,0.16666666666666666,0,999,1,6,Comentarios
1,Inferior image,0.16666666666666666,0,999,1,6,Comentarios
2,Superior image,0.16666666666666666,0,999,3,7,Comentarios
2,Central image,0.16666666666666666,0,999,3,7,Comentarios
3,Inferior image,0.16666666666666666,0,999,3,7,Comentarios
2,Superior image,0.25,0,999,2,8,Comentarios
3,Central image,0.16666666666666666,0,999,2,8,Comentarios
1,Inferior image,0.16666666666666666,0,999,2,8,Comentarios
2,Superior image,0.16666666666666666,0,999,2,9,Precio
3,Central image,0.25,0,999,2,9,Precio
2,Inferior image,0.16666666666666666,0,999,2,9,Precio
1,Superior image,0.25,0,999,2,10,Precio
4,Central image,0.16666666666666666,0,999,2,10,Precio
3,Inferior image,0.16666666666666666,0,999,2,10,Precio
3,Superior image,0.16666666666666666,0,999,1,11,Precio
2,Central image,0.16666666666666666,0,999,1,11,Precio
0,Inferior image,0.25,0,999,1,11,Precio
1,Superior image,0.16666666666666666,0,999,3,12,Real
0,Central image,0.25,0,999,3,12,Real
1,Inferior image,0.16666666666666666,0,999,3,12,Real
2,Superior image,0.16666666666666666,0,999,3,13,Precio
3,Central image,0.16666666666666666,0,999,3,13,Precio
1,Inferior image,0.25,0,999,3,13,Precio
2,Superior image,0.16666666666666666,0,999,1,14,Real
1,Central image,0.16666666666666666,0,999,1,14,Real
1,Inferior image,0.25,0,999,1,14,Real
2,Superior image,0.08333333333333333,0,999,1,15,Precio
1,Central image,0.08333333333333333,0,999,1,15,Precio
1,Inferior image,0.08333333333333333,0,999,1,15,Precio
0,Superior Number of comments,0.1111111111111111,0,999,1,15,Precio
2,Superior image,0.1111111111111111,1,999,3,16,Precio
2,Central image,0.08333333333333333,0,999,3,16,Precio
1,Inferior image,0.08333333333333333,0,999,3,16,Precio
0,Inferior star rating,0.14285714285714285,0,999,3,16,Precio
5,Superior image,0.08333333333333333,0,999,2,17,Real
2,Central image,0.1111111111111111,0,999,2,17,Real
0,Superior Number of comments,0.1111111111111111,0,999,2,17,Real
1,Inferior image,0.08333333333333333,0,999,2,17,Real
2,Superior image,0.16666666666666666,0,999,1,18,Comentarios
1,Central image,0.14285714285714285,2,999,1,18,Comentarios
1,Inferior image,0.1111111111111111,2,999,1,18,Comentarios
1,Superior review score,0.08333333333333333,0,999,1,18,Comentarios
1,Superior image,0.25,0,999,2,19,Real
2,Central image,0.16666666666666666,0,999,2,19,Real
1,Inferior image,0.16666666666666666,0,999,2,19,Real
0,Central image,0.1111111111111111,0,137,2,0,Real
1,Superior price,0.1111111111111111,0,137,2,0,Real
1,Superior Dist from center,0.08333333333333333,0,137,2,0,Real
1,Center price,0.08333333333333333,0,137,2,0,Real
0,Superior price,1,0,137,2,1,Precio
1,Center price,0.5,0,137,2,1,Precio
0,Center location score,1,0,137,2,2,Real
1,Center price,0.5,0,137,2,2,Real
1,Center review score,0.25,1,137,2,3,Precio
0,Inferior Number of comments,0.3333333333333333,0,137,2,3,Precio
1,Superior Number of comments,0.16666666666666666,0,137,2,3,Precio
1,Superior price,NA,0,137,2,4,Real
0,Superior image,0.25,0,137,2,5,Comentarios
1,Inferior Number of comments,0.16666666666666666,0,137,2,5,Comentarios
1,Central star rating,0.16666666666666666,0,137,2,5,Comentarios
0,Inferior image,1,0,137,2,6,Precio
1,Inferior location score,0.5,0,137,2,6,Precio
0,Superior image,0.1111111111111111,0,137,2,7,Precio
1,Inferior image,0.1111111111111111,0,137,2,7,Precio
1,Central image,0.08333333333333333,0,137,2,7,Precio
1,Superior price,0.08333333333333333,0,137,2,7,Precio
1,Inferior image,NA,0,137,1,8,Real
2,Central image,0.1111111111111111,0,137,3,9,Precio
2,Inferior image,0.08333333333333333,0,137,3,9,Precio
0,Superior price,0.1111111111111111,0,137,3,9,Precio
1,Center price,0.08333333333333333,0,137,3,9,Precio
3,Superior image,0.25,1,137,1,10,Precio
0,Inferior image,0.3333333333333333,0,137,1,10,Precio
1,Central image,0.16666666666666666,0,137,1,10,Precio
0,Superior review score,1,0,137,3,11,Comentarios
1,Superior price,0.5,0,137,3,11,Comentarios
2,Superior image,0.1,0,137,1,12,Precio
3,Central image,0.09090909090909091,3,137,1,12,Precio
2,Inferior image,0.07692307692307693,4,137,1,12,Precio
1,Inferior review score,0.0625,3,137,1,12,Precio
1,Center price,0.05,0,137,1,12,Precio
3,Superior image,0.16666666666666666,0,137,1,13,Comentarios
1,Central image,0.16666666666666666,0,137,1,13,Comentarios
1,Inferior image,0.25,0,137,1,13,Comentarios
4,Superior image,0.03333333333333333,0,137,2,14,Real
4,Central image,0.03333333333333333,0,137,2,14,Real
3,Inferior image,0.04,0,137,2,14,Real
0,Center location score,0.04,0,137,2,14,Real
1,Superior star rating,0.03333333333333333,0,137,2,14,Real
1,Superior price,0.03333333333333333,0,137,2,14,Real
2,Superior image,0.05555555555555556,6,137,2,15,Real
5,Central image,0.047619047619047616,6,137,2,15,Real
3,Inferior image,0.04,4,137,2,15,Real
0,Inferior location score,0.06666666666666667,0,137,2,15,Real
1,Center price,0.0625,4,137,2,15,Real
1,Center location score,0.03333333333333333,0,137,2,15,Real
2,Superior image,0.05,0,137,2,16,Comentarios
2,Central image,0.05,0,137,2,16,Comentarios
1,Inferior image,0.05,0,137,2,16,Comentarios
0,Center location score,0.0625,0,137,2,16,Comentarios
1,Center price,0.05,0,137,2,16,Comentarios
1,Superior image,0.05555555555555556,0,137,3,17,Comentarios
3,Central image,0.047619047619047616,2,137,3,17,Comentarios
3,Inferior image,0.04,2,137,3,17,Comentarios
0,Superior price,0.04,0,137,3,17,Comentarios
1,Central star rating,0.03333333333333333,0,137,3,17,Comentarios
1,Center price,0.03333333333333333,0,137,3,17,Comentarios
2,Superior image,0.16666666666666666,0,137,3,18,Real
0,Central image,0.3333333333333333,0,137,3,18,Real
4,Inferior image,0.25,1,137,3,18,Real
4,Superior image,0.09090909090909091,0,137,2,19,Comentarios
4,Central image,0.07692307692307693,2,137,2,19,Comentarios
1,Inferior image,0.0625,2,137,2,19,Comentarios
1,Center price,0.05,0,137,2,19,Comentarios
1,Superior price,0.05,0,137,2,19,Comentarios
0,Superior review score,0.1111111111111111,0,138,1,0,Precio
0,Inferior Number of comments,0.1111111111111111,0,138,1,0,Precio
1,Inferior review score,0.08333333333333333,0,138,1,0,Precio
1,Center location score,0.08333333333333333,0,138,1,0,Precio
1,Superior review score,0.03333333333333333,0,138,1,1,Real
1,Center Number of comments,0.03333333333333333,0,138,1,1,Real
0,Inferior Number of comments,0.047619047619047616,0,138,1,1,Real
1,Superior location score,0.04,1,138,1,1,Real
1,Superior price,0.03333333333333333,0,138,1,1,Real
1,Inferior location score,0.03333333333333333,0,138,1,1,Real
1,Superior image,0.023255813953488375,2,138,2,2,Comentarios
2,Central image,0.02040816326530612,2,138,2,2,Comentarios
2,Inferior image,0.017857142857142856,0,138,2,2,Comentarios
0,Superior review score,0.02040816326530612,0,138,2,2,Comentarios
0,Center location score,0.02040816326530612,0,138,2,2,Comentarios
0,Center price,0.02631578947368421,0,138,2,2,Comentarios
1,Inferior review score,0.017857142857142856,0,138,2,2,Comentarios
1,Superior price,0.017857142857142856,0,138,2,2,Comentarios
3,Superior image,0.013888888888888888,0,138,1,3,Real
1,Central image,0.017543859649122806,0,138,1,3,Real
3,Inferior image,0.015625,1,138,1,3,Real
0,Inferior review score,0.015625,0,138,1,3,Real
0,Superior location score,0.015625,0,138,1,3,Real
0,Superior price,0.015625,0,138,1,3,Real
1,Center review score,0.013888888888888888,0,138,1,3,Real
1,Center Number of comments,0.013888888888888888,0,138,1,3,Real
1,Center location score,0.013888888888888888,0,138,1,3,Real
1,Superior image,0.0625,0,138,1,4,Precio
0,Inferior image,0.07692307692307693,0,138,1,4,Precio
1,Superior location score,0.0625,1,138,1,4,Precio
1,Central image,0.05,0,138,1,4,Precio
1,Superior price,0.05,0,138,1,4,Precio
4,Superior image,0.16666666666666666,0,138,1,5,Precio
2,Central image,0.14285714285714285,2,138,1,5,Precio
1,Inferior image,0.1111111111111111,2,138,1,5,Precio
1,Center review score,0.08333333333333333,0,138,1,5,Precio
0,Superior image,0.02040816326530612,0,138,2,6,Real
2,Central image,0.017857142857142856,0,138,2,6,Real
2,Inferior image,0.017857142857142856,0,138,2,6,Real
0,Inferior review score,0.023255813953488375,0,138,2,6,Real
1,Superior Number of comments,0.02040816326530612,1,138,2,6,Real
0,Inferior location score,0.02040816326530612,0,138,2,6,Real
1,Center Number of comments,0.017857142857142856,0,138,2,6,Real
1,Superior price,0.017857142857142856,0,138,2,6,Real
1,Superior image,0.015625,0,138,2,7,Precio
2,Central image,0.013888888888888888,0,138,2,7,Precio
0,Inferior image,0.017543859649122806,0,138,2,7,Precio
1,Center review score,0.015625,1,138,2,7,Precio
0,Center Number of comments,0.0196078431372549,0,138,2,7,Precio
1,Superior location score,0.017543859649122806,2,138,2,7,Precio
1,Center location score,0.015625,2,138,2,7,Precio
1,Superior Number of comments,0.013888888888888888,0,138,2,7,Precio
1,Center price,0.013888888888888888,0,138,2,7,Precio
1,Central image,0.08333333333333333,0,138,3,8,Comentarios
0,Inferior image,0.1111111111111111,0,138,3,8,Comentarios
1,Center price,0.08333333333333333,0,138,3,8,Comentarios
1,Superior Number of comments,0.08333333333333333,0,138,3,8,Comentarios
0,Central image,0.0625,0,138,2,9,Real
1,Inferior review score,0.05,0,138,2,9,Real
0,Center Number of comments,0.0625,0,138,2,9,Real
1,Inferior image,0.05,0,138,2,9,Real
1,Center location score,0.05,0,138,2,9,Real
1,Superior image,0.03333333333333333,0,138,2,10,Comentarios
0,Central image,0.04,0,138,2,10,Comentarios
2,Inferior image,0.03333333333333333,0,138,2,10,Comentarios
0,Center review score,0.04,0,138,2,10,Comentarios
1,Center price,0.03333333333333333,0,138,2,10,Comentarios
1,Superior Number of comments,0.03333333333333333,0,138,2,10,Comentarios
3,Superior image,0.023809523809523808,0,138,3,11,Real
1,Central image,0.023809523809523808,0,138,3,11,Real
0,Inferior image,0.027777777777777776,0,138,3,11,Real
0,Superior location score,0.027777777777777776,0,138,3,11,Real
0,Superior price,0.027777777777777776,0,138,3,11,Real
1,Inferior Number of comments,0.023809523809523808,0,138,3,11,Real
1,Center location score,0.023809523809523808,0,138,3,11,Real
0,Superior image,0.07692307692307693,0,138,2,12,Real
1,Central image,0.0625,1,138,2,12,Real
0,Superior price,0.0625,0,138,2,12,Real
1,Center Number of comments,0.05,0,138,2,12,Real
1,Center price,0.05,0,138,2,12,Real
3,Superior image,0.05,0,138,1,13,Comentarios
0,Central image,0.0625,0,138,1,13,Comentarios
0,Center location score,0.07692307692307693,0,138,1,13,Comentarios
1,Superior price,0.0625,1,138,1,13,Comentarios
1,Inferior image,0.05,0,138,1,13,Comentarios
1,Superior image,0.16666666666666666,0,138,1,14,Real
1,Central image,0.14285714285714285,2,138,1,14,Real
2,Inferior image,0.1111111111111111,2,138,1,14,Real
1,Center Number of comments,0.08333333333333333,0,138,1,14,Real
1,Central star rating,0.1111111111111111,2,138,2,15,Real
0,Center location score,0.16666666666666666,0,138,2,15,Real
1,Center price,0.14285714285714285,2,138,2,15,Real
1,Center review score,0.08333333333333333,0,138,2,15,Real
0,Superior image,0.16666666666666666,0,138,3,16,Precio
1,Central image,0.14285714285714285,2,138,3,16,Precio
1,Inferior image,0.1111111111111111,2,138,3,16,Precio
1,Superior location score,0.08333333333333333,0,138,3,16,Precio
0,Superior image,0.04,0,138,1,17,Comentarios
0,Inferior image,0.04,0,138,1,17,Comentarios
0,Center review score,0.04,0,138,1,17,Comentarios
1,Central image,0.03333333333333333,0,138,1,17,Comentarios
1,Inferior review score,0.03333333333333333,0,138,1,17,Comentarios
1,Center price,0.03333333333333333,0,138,1,17,Comentarios
1,Superior image,0.1111111111111111,2,138,2,18,Precio
1,Center location score,0.16666666666666666,0,138,2,18,Precio
1,Superior price,0.14285714285714285,2,138,2,18,Precio
1,Central image,0.08333333333333333,0,138,2,18,Precio
1,Superior image,0.09090909090909091,0,138,2,19,Precio
1,Central image,0.07692307692307693,2,138,2,19,Precio
1,Inferior image,0.0625,2,138,2,19,Precio
1,Center location score,0.05,0,138,2,19,Precio
1,Inferior review score,0.05,0,138,2,19,Precio
2,Superior image,0.16666666666666666,0,139,3,0,Real
1,Central image,0.16666666666666666,0,139,3,0,Real
1,Inferior image,0.25,0,139,3,0,Real
0,Superior image,0.25,0,139,2,1,Precio
3,Central image,0.16666666666666666,0,139,2,1,Precio
1,Inferior image,0.16666666666666666,0,139,2,1,Precio
1,Superior image,0.3333333333333333,0,139,2,2,Comentarios
3,Central image,0.25,1,139,2,2,Comentarios
1,Inferior image,0.16666666666666666,0,139,2,2,Comentarios
0,Superior image,0.25,0,139,2,3,Precio
3,Central image,0.16666666666666666,0,139,2,3,Precio
1,Inferior image,0.16666666666666666,0,139,2,3,Precio
0,Superior image,0.16666666666666666,0,139,3,4,Real
1,Central image,0.14285714285714285,2,139,3,4,Real
1,Inferior image,0.1111111111111111,2,139,3,4,Real
1,Central star rating,0.08333333333333333,0,139,3,4,Real
1,Superior image,0.1111111111111111,2,139,2,5,Real
3,Central image,0.08333333333333333,0,139,2,5,Real
0,Inferior image,0.16666666666666666,0,139,2,5,Real
1,Center price,0.14285714285714285,2,139,2,5,Real
0,Superior image,0.16666666666666666,0,139,2,6,Precio
2,Central image,0.14285714285714285,2,139,2,6,Precio
1,Inferior image,0.1111111111111111,2,139,2,6,Precio
1,Center price,0.08333333333333333,0,139,2,6,Precio
1,Superior image,0.07692307692307693,0,139,1,7,Precio
2,Central image,0.0625,1,139,1,7,Precio
0,Superior Number of comments,0.0625,0,139,1,7,Precio
1,Superior review score,0.05,0,139,1,7,Precio
1,Superior price,0.05,0,139,1,7,Precio
4,Superior image,0.006410256410256411,0,139,1,8,Comentarios
3,Central image,0.006410256410256411,0,139,1,8,Comentarios
2,Inferior image,0.006410256410256411,0,139,1,8,Comentarios
0,Inferior star rating,0.006944444444444444,0,139,1,8,Comentarios
0,Superior review score,0.006944444444444444,0,139,1,8,Comentarios
0,Inferior review score,0.007518796992481203,0,139,1,8,Comentarios
1,Superior Number of comments,0.006944444444444444,1,139,1,8,Comentarios
0,Center location score,0.006944444444444444,0,139,1,8,Comentarios
0,Superior price,0.006944444444444444,0,139,1,8,Comentarios
1,Central Dist from center,0.006410256410256411,0,139,1,8,Comentarios
1,Center review score,0.006410256410256411,0,139,1,8,Comentarios
1,Superior location score,0.006410256410256411,0,139,1,8,Comentarios
1,Inferior location score,0.006410256410256411,0,139,1,8,Comentarios
1,Superior image,0.03333333333333333,0,139,1,9,Comentarios
1,Central image,0.03333333333333333,0,139,1,9,Comentarios
1,Inferior image,0.03333333333333333,0,139,1,9,Comentarios
0,Superior review score,0.04,0,139,1,9,Comentarios
1,Superior price,0.03333333333333333,0,139,1,9,Comentarios
1,Inferior location score,0.03333333333333333,0,139,1,9,Comentarios
3,Superior image,0.08333333333333333,0,139,1,10,Real
0,Inferior image,0.1111111111111111,0,139,1,10,Real
0,Center price,0.1111111111111111,0,139,1,10,Real
1,Center location score,0.08333333333333333,0,139,1,10,Real
1,Superior image,0.047619047619047616,0,139,3,11,Comentarios
1,Central image,0.04,1,139,3,11,Comentarios
2,Inferior image,0.03333333333333333,0,139,3,11,Comentarios
0,Superior review score,0.047619047619047616,0,139,3,11,Comentarios
1,Superior location score,0.04,1,139,3,11,Comentarios
1,Inferior location score,0.03333333333333333,0,139,3,11,Comentarios
3,Superior image,0.03333333333333333,0,139,1,12,Comentarios
1,Central image,0.047619047619047616,0,139,1,12,Comentarios
1,Inferior image,0.04,1,139,1,12,Comentarios
1,Superior price,0.03333333333333333,0,139,1,12,Comentarios
0,Center price,0.04,0,139,1,12,Comentarios
1,Superior review score,0.03333333333333333,0,139,1,12,Comentarios
0,Superior image,0.0625,0,139,2,13,Real
1,Inferior image,0.05,0,139,2,13,Real
0,Superior Dist from center,0.0625,0,139,2,13,Real
1,Central image,0.05,0,139,2,13,Real
1,Center price,0.05,0,139,2,13,Real
1,Superior image,0.047619047619047616,2,139,3,14,Comentarios
1,Central image,0.04,2,139,3,14,Comentarios
0,Central Dist from center,0.04,0,139,3,14,Comentarios
